subscription_id,customer_id,plan_id,start_date,end_date,status,mrr_amount
665,611,1,2024-06-23,2025-07-01,upgraded,49
666,611,2,2025-07-01,,active,199
667,612,3,2026-02-14,,active,799
668,613,1,2025-06-11,,active,49
669,614,3,2025-01-11,,active,799
670,615,2,2026-05-26,,active,199
671,616,3,2025-12-15,,active,799
672,617,2,2025-11-05,,active,199
673,618,3,2023-08-03,,active,799
674,619,1,2026-01-06,2026-05-01,churned,49
675,620,2,2026-03-08,,active,199
676,621,1,2026-03-16,,active,49
677,622,1,2026-03-01,2026-05-01,churned,49
678,623,1,2024-07-14,,active,49
679,624,2,2026-04-24,,active,199
680,625,1,2024-03-05,2024-07-01,churned,49
681,626,2,2025-10-22,,active,199
682,627,1,2025-01-06,,active,49
683,628,2,2026-04-14,,active,199
684,629,2,2024-11-05,,active,199
685,630,2,2025-09-11,,active,199
686,631,2,2025-08-18,,active,199
687,632,2,2025-10-01,,active,199
688,633,1,2024-04-20,2025-07-01,churned,49
689,634,2,2026-03-26,2026-05-01,churned,199
690,635,1,2026-01-08,,active,49
691,636,3,2025-10-12,,active,799
692,637,3,2025-11-14,,active,799
693,638,1,2024-09-03,2025-11-01,churned,49
694,639,2,2025-05-02,,active,199
695,640,2,2024-11-17,,active,199
696,641,1,2023-07-18,2025-07-01,churned,49
697,642,2,2025-09-17,2026-01-01,churned,199
698,643,1,2026-06-13,,active,49
699,644,2,2026-05-03,2026-05-01,churned,199
700,645,2,2024-02-02,,active,199
701,646,1,2025-01-20,2026-05-01,churned,49
702,647,1,2024-02-04,2024-07-01,upgraded,49
703,647,2,2024-07-01,,active,199
704,648,1,2024-10-12,2025-12-01,churned,49
705,649,1,2025-09-12,2025-11-01,churned,49
706,650,2,2025-11-25,,active,199
707,651,1,2025-10-03,2025-11-01,churned,49
708,652,2,2024-11-15,2026-03-01,upgraded,199
709,652,3,2026-03-01,,active,799
710,653,2,2026-01-12,,active,199
711,654,2,2025-02-24,2025-11-01,churned,199
712,655,1,2024-04-28,2025-07-01,churned,49
713,656,2,2024-08-06,2026-03-01,churned,199
714,657,2,2025-12-24,,active,199
715,658,1,2026-02-11,,active,49
716,659,2,2025-12-22,2026-06-01,upgraded,199
717,659,3,2026-06-01,,active,799
718,660,1,2024-02-13,2024-04-01,churned,49
719,661,1,2025-10-10,2026-01-01,churned,49
720,662,1,2025-06-10,2026-01-01,churned,49
721,663,2,2024-09-12,,active,199
722,664,3,2025-01-24,,active,799
723,665,1,2024-03-14,2026-03-01,churned,49
724,666,3,2026-04-01,,active,799
725,667,2,2026-01-24,,active,199
726,668,2,2024-11-14,,active,199
727,669,2,2025-07-09,2025-09-01,upgraded,199
728,669,3,2025-09-01,,active,799
729,670,3,2024-05-14,,active,799
730,671,2,2024-11-19,,active,199
731,672,2,2026-02-19,,active,199
732,673,2,2025-09-10,2026-01-01,upgraded,199
733,673,3,2026-01-01,,active,799
734,674,2,2023-08-27,,active,199
735,675,1,2024-09-07,2025-02-01,churned,49
736,676,1,2025-01-06,2025-06-01,churned,49
737,677,1,2024-06-25,2024-07-01,churned,49
738,678,1,2025-01-03,2025-07-01,churned,49
739,679,1,2026-05-20,,active,49
740,680,1,2026-05-23,,active,49
741,681,2,2024-01-10,,active,199
742,682,1,2024-04-28,2024-08-01,churned,49
743,683,2,2025-08-04,2025-09-01,churned,199
744,684,3,2025-01-25,,active,799
745,685,2,2026-03-22,,active,199
746,686,1,2024-04-27,2024-04-01,churned,49
747,687,2,2026-03-15,,active,199
748,688,1,2026-04-11,,active,49
749,689,2,2025-10-14,2026-05-01,downgraded,199
750,689,1,2026-05-01,,active,49
751,690,1,2025-01-14,2026-04-01,churned,49
752,691,2,2026-03-15,,active,199
753,692,2,2024-10-21,2025-09-01,churned,199
754,693,2,2026-03-03,,active,199
755,694,1,2024-09-17,2025-09-01,churned,49
756,695,2,2025-02-13,2025-04-01,churned,199
757,696,3,2026-06-12,,active,799
758,697,1,2024-11-01,2025-08-01,churned,49
759,698,2,2026-04-09,,active,199
760,699,3,2026-05-19,,active,799
761,700,1,2025-10-08,,active,49
762,701,3,2023-07-25,,active,799
763,702,2,2025-02-13,2025-09-01,churned,199
764,703,2,2025-10-08,2025-11-01,churned,199
765,704,2,2024-07-01,,active,199
766,705,3,2024-09-19,,active,799
767,706,2,2024-09-18,,active,199
768,707,1,2024-11-20,2026-03-01,churned,49
769,708,2,2026-03-07,,active,199
770,709,2,2026-04-28,2026-05-01,churned,199
771,710,2,2026-04-05,,active,199
772,711,3,2024-04-12,2026-02-01,downgraded,799
773,711,2,2026-02-01,,active,199
774,712,2,2025-09-10,,active,199
775,713,2,2025-10-26,,active,199
776,714,1,2026-06-18,,active,49
777,715,2,2024-03-22,2025-03-01,churned,199
778,716,1,2025-11-10,,active,49
779,717,3,2024-09-13,2024-12-01,churned,799
780,718,2,2024-07-20,2024-07-01,churned,199
781,719,1,2024-06-19,2025-03-01,churned,49
782,720,1,2026-03-08,,active,49
783,721,2,2025-01-27,,active,199
784,722,2,2023-12-01,2024-12-01,upgraded,199
785,722,3,2024-12-01,,active,799
786,723,1,2024-02-26,,active,49
787,724,2,2024-06-14,2024-12-01,downgraded,199
788,724,1,2024-12-01,2025-01-01,churned,49
789,725,1,2023-10-12,,active,49
790,726,1,2025-02-19,2025-12-01,upgraded,49
791,726,2,2025-12-01,2026-05-01,churned,199
792,727,2,2026-02-26,,active,199
793,728,1,2024-04-03,2025-01-01,churned,49
794,729,2,2025-05-18,2026-04-01,churned,199
795,730,1,2025-08-16,,active,49
796,731,2,2025-04-14,,active,199
797,732,1,2025-05-14,,active,49
798,733,2,2026-02-22,,active,199
799,734,2,2023-07-18,2025-03-01,downgraded,199
800,734,1,2025-03-01,2026-01-01,churned,49
801,735,1,2024-09-03,,active,49
802,736,1,2025-02-04,,active,49
803,737,2,2024-10-16,2025-09-01,downgraded,199
804,737,1,2025-09-01,,active,49
805,738,1,2026-04-22,,active,49
806,739,1,2026-01-13,,active,49
807,740,1,2025-11-09,2025-11-01,churned,49
808,741,1,2026-04-23,,active,49
809,742,2,2026-01-14,2026-03-01,churned,199
810,743,3,2023-07-13,,active,799
811,744,2,2026-04-16,,active,199
812,745,1,2025-04-28,2025-04-01,churned,49
813,746,3,2024-02-19,,active,799
814,747,1,2025-11-15,,active,49
815,748,2,2025-03-07,2025-10-01,churned,199
816,749,3,2025-12-07,,active,799
817,750,3,2024-04-11,2025-02-01,churned,799
818,751,1,2025-07-18,,active,49
819,752,1,2024-12-28,,active,49
820,753,1,2025-09-14,,active,49
821,754,3,2025-05-25,,active,799
822,755,2,2026-06-04,2026-06-01,churned,199
823,756,3,2026-06-09,,active,799
824,757,2,2026-06-06,,active,199
825,758,1,2024-08-13,2025-01-01,churned,49
826,759,1,2025-10-02,,active,49
827,760,3,2024-10-11,2025-09-01,churned,799
828,761,1,2025-06-28,,active,49
829,762,3,2023-07-10,2025-07-01,downgraded,799
830,762,2,2025-07-01,2026-02-01,churned,199
831,763,2,2024-09-24,,active,199
832,764,1,2024-08-27,,active,49
833,765,1,2025-11-27,,active,49
834,766,1,2023-11-17,2025-06-01,churned,49
835,767,2,2026-05-01,,active,199
836,768,1,2026-03-08,2026-03-01,churned,49
837,769,1,2023-10-09,,active,49
838,770,1,2025-06-22,2025-08-01,churned,49
839,771,2,2024-11-28,2026-05-01,upgraded,199
840,771,3,2026-05-01,,active,799
841,772,1,2024-01-09,2024-11-01,churned,49
842,773,1,2026-05-02,,active,49
843,774,3,2025-07-08,2026-01-01,downgraded,799
844,774,2,2026-01-01,,active,199
845,775,1,2025-12-17,,active,49
846,776,3,2026-04-16,,active,799
847,777,2,2024-04-08,2025-07-01,churned,199
848,778,1,2025-03-21,2026-02-01,churned,49
849,779,2,2023-08-09,2024-06-01,churned,199
850,780,2,2025-07-13,,active,199
851,781,3,2025-08-27,,active,799
852,782,1,2025-11-22,2026-02-01,churned,49
853,783,3,2026-02-11,,active,799
854,784,2,2026-04-10,,active,199
855,785,2,2026-01-26,,active,199
856,786,1,2024-08-22,2025-08-01,churned,49
857,787,2,2025-04-09,,active,199
858,788,3,2024-05-23,2024-09-01,downgraded,799
859,788,2,2024-09-01,,active,199
860,789,1,2025-11-08,2025-12-01,churned,49
861,790,1,2025-03-12,2025-05-01,churned,49
862,791,2,2024-11-06,2025-04-01,churned,199
863,792,2,2024-02-26,2025-07-01,downgraded,199
864,792,1,2025-07-01,,active,49
865,793,2,2024-02-21,,active,199
866,794,2,2026-06-14,,active,199
867,795,2,2025-11-15,,active,199
868,796,3,2025-07-19,2025-09-01,downgraded,799
869,796,2,2025-09-01,,active,199
870,797,3,2024-05-04,,active,799
871,798,2,2025-09-28,,active,199
872,799,2,2026-03-19,,active,199
873,800,1,2023-12-23,2024-02-01,churned,49
874,801,1,2025-08-11,,active,49
875,802,1,2026-02-25,,active,49
876,803,1,2023-11-25,2024-08-01,churned,49
877,804,3,2024-04-14,,active,799
878,805,1,2025-04-24,,active,49
879,806,1,2024-02-17,2025-09-01,upgraded,49
880,806,2,2025-09-01,2026-01-01,churned,199
881,807,2,2025-05-08,2025-10-01,upgraded,199
882,807,3,2025-10-01,,active,799
883,808,1,2024-06-17,2025-06-01,churned,49
884,809,2,2024-02-10,,active,199
885,810,3,2026-01-22,,active,799
886,811,2,2025-03-25,,active,199
887,812,2,2025-08-01,,active,199
888,813,1,2024-09-01,,active,49
889,814,1,2025-06-26,,active,49
890,815,1,2025-08-20,2026-03-01,churned,49
891,816,1,2025-09-27,2025-10-01,churned,49
892,817,1,2026-04-04,,active,49
893,818,1,2024-01-22,2024-08-01,churned,49
894,819,2,2025-07-17,,active,199
895,820,1,2026-05-04,,active,49
896,821,1,2024-09-04,2026-02-01,churned,49
897,822,3,2024-01-17,2024-06-01,downgraded,799
898,822,2,2024-06-01,2024-11-01,churned,199
899,823,1,2026-03-02,,active,49
900,824,2,2026-04-11,,active,199
901,825,1,2025-07-27,,active,49
902,826,2,2025-04-17,2025-08-01,churned,199
903,827,3,2025-08-08,,active,799
904,828,2,2024-02-04,2024-05-01,downgraded,199
905,828,1,2024-05-01,2025-11-01,churned,49
906,829,3,2025-03-26,,active,799
907,830,2,2025-09-25,2025-11-01,upgraded,199
908,830,3,2025-11-01,,active,799
909,831,1,2024-12-06,2024-12-01,churned,49
910,832,2,2025-05-24,2025-08-01,churned,199
911,833,2,2024-02-13,,active,199
912,834,2,2024-07-16,,active,199
913,835,2,2026-05-05,,active,199
914,836,3,2024-07-04,,active,799
915,837,2,2025-08-15,2025-10-01,churned,199
916,838,1,2025-04-28,2025-09-01,churned,49
917,839,3,2025-11-16,,active,799
918,840,1,2023-10-03,2024-02-01,churned,49
919,841,2,2026-06-17,,active,199
920,842,2,2026-03-28,,active,199
921,843,2,2025-02-14,,active,199
922,844,1,2025-10-21,,active,49
923,845,1,2025-09-02,2026-04-01,churned,49
924,846,2,2025-07-28,2026-03-01,upgraded,199
925,846,3,2026-03-01,,active,799
926,847,2,2026-06-08,,active,199
927,848,2,2026-05-21,,active,199
928,849,1,2026-01-26,,active,49
929,850,3,2024-09-04,,active,799
930,851,1,2025-08-14,2026-05-01,churned,49
931,852,3,2023-11-20,,active,799
932,853,3,2025-08-07,,active,799
933,854,2,2026-01-02,,active,199
934,855,1,2025-04-20,2025-11-01,churned,49
935,856,1,2024-03-04,2025-03-01,churned,49
936,857,1,2025-08-27,2026-02-01,churned,49
937,858,1,2025-06-23,,active,49
938,859,1,2024-04-23,2025-02-01,churned,49
939,860,1,2024-03-07,2024-07-01,churned,49
940,861,1,2024-07-26,2025-07-01,churned,49
941,862,3,2024-10-21,,active,799
942,863,2,2025-02-15,,active,199
943,864,1,2025-03-01,2026-06-01,churned,49
944,865,3,2026-01-19,,active,799
945,866,3,2024-06-23,,active,799
946,867,1,2024-06-22,,active,49
947,868,3,2023-10-14,,active,799
948,869,3,2025-07-13,,active,799
949,870,1,2025-07-05,2026-02-01,churned,49
950,871,2,2024-12-27,,active,199
951,872,2,2026-04-21,,active,199
952,873,3,2024-02-12,,active,799
953,874,2,2025-08-17,,active,199
954,875,2,2026-04-12,,active,199
955,876,3,2026-01-14,,active,799
956,877,3,2026-06-14,,active,799
957,878,1,2024-11-02,2025-06-01,churned,49
958,879,2,2025-04-10,2026-03-01,churned,199
959,880,1,2023-12-10,,active,49
960,881,1,2024-08-04,2025-06-01,churned,49
961,882,2,2026-05-24,,active,199
962,883,2,2025-02-26,,active,199
963,884,1,2024-08-13,2026-04-01,churned,49
964,885,1,2025-03-02,,active,49
965,886,3,2024-12-28,,active,799
966,887,3,2024-11-23,,active,799
967,888,2,2025-03-07,2025-10-01,downgraded,199
968,888,1,2025-10-01,,active,49
969,889,1,2024-09-22,2025-04-01,churned,49
970,890,1,2025-10-13,2026-04-01,upgraded,49
971,890,2,2026-04-01,,active,199
972,891,2,2024-05-19,2025-07-01,churned,199
973,892,1,2025-12-02,,active,49
974,893,2,2024-01-20,,active,199
975,894,1,2023-12-12,2025-04-01,churned,49
976,895,1,2024-09-17,,active,49
977,896,1,2025-11-13,,active,49
978,897,1,2023-11-11,2024-10-01,churned,49
979,898,3,2025-05-16,2025-10-01,churned,799
980,899,3,2025-12-04,,active,799
981,900,2,2026-06-20,,active,199
982,901,3,2024-06-26,,active,799
983,902,3,2024-05-01,,active,799
984,903,1,2023-09-17,2025-09-01,churned,49
985,904,3,2024-05-11,,active,799
986,905,1,2026-03-18,,active,49
987,906,1,2025-02-25,2026-05-01,churned,49
988,907,3,2026-04-18,,active,799
989,908,3,2025-05-21,2025-12-01,downgraded,799
990,908,2,2025-12-01,,active,199
991,909,2,2025-10-15,,active,199
992,910,1,2025-06-26,2025-11-01,churned,49
993,911,2,2024-07-14,2024-11-01,downgraded,199
994,911,1,2024-11-01,2025-01-01,churned,49
995,912,1,2024-08-13,2025-10-01,churned,49
996,913,2,2025-07-03,,active,199
997,914,3,2025-01-12,2025-12-01,churned,799
998,915,1,2024-04-20,2024-05-01,churned,49
999,916,1,2025-12-27,,active,49
1000,917,2,2024-11-24,,active,199
1001,918,2,2025-08-05,2026-06-01,upgraded,199
1002,918,3,2026-06-01,,active,799
1003,919,3,2024-02-24,,active,799
1004,920,1,2024-08-18,,active,49
1005,921,2,2026-05-18,,active,199
1006,922,1,2026-04-24,,active,49
1007,923,2,2023-11-05,2025-06-01,churned,199
1008,924,2,2025-09-04,,active,199
1009,925,3,2025-08-25,,active,799
1010,926,1,2024-03-03,2024-06-01,churned,49
1011,927,1,2025-09-19,2026-02-01,churned,49
1012,928,1,2025-10-08,,active,49
1013,929,3,2025-04-16,,active,799
1014,930,1,2025-03-05,,active,49
1015,931,1,2024-08-06,,active,49
1016,932,1,2024-06-21,2024-07-01,churned,49
1017,933,2,2024-09-11,,active,199
1018,934,1,2025-11-16,,active,49
1019,935,3,2024-05-09,2024-06-01,churned,799
1020,936,3,2026-06-24,,active,799
1021,937,1,2025-09-28,2026-03-01,churned,49
1022,938,2,2025-11-25,,active,199
1023,939,2,2025-02-18,2025-11-01,churned,199
1024,940,1,2024-09-25,,active,49
1025,941,1,2025-08-17,,active,49
1026,942,2,2025-07-28,,active,199
1027,943,1,2024-04-17,2024-12-01,churned,49
1028,944,3,2026-05-22,,active,799
1029,945,2,2026-02-02,2026-04-01,upgraded,199
1030,945,3,2026-04-01,,active,799
1031,946,1,2025-02-08,2025-02-01,churned,49
1032,947,3,2025-03-13,,active,799
1033,948,1,2025-09-11,,active,49
1034,949,2,2026-02-27,,active,199
1035,950,2,2025-12-21,,active,199
1036,951,2,2025-05-17,,active,199
1037,952,2,2024-05-12,2024-08-01,upgraded,199
1038,952,3,2024-08-01,,active,799
1039,953,2,2025-05-01,2025-10-01,downgraded,199
1040,953,1,2025-10-01,2026-03-01,churned,49
1041,954,1,2025-01-17,2025-03-01,churned,49
1042,955,1,2024-05-20,2025-03-01,churned,49
1043,956,1,2025-07-11,,active,49
1044,957,1,2025-04-19,2025-07-01,churned,49
1045,958,1,2025-09-05,,active,49
1046,959,1,2025-08-19,,active,49
1047,960,3,2023-10-13,2025-06-01,downgraded,799
1048,960,2,2025-06-01,,active,199
1049,961,1,2026-04-24,,active,49
1050,962,3,2024-03-20,2025-10-01,churned,799
1051,963,1,2024-07-14,2025-07-01,churned,49
1052,964,2,2025-12-20,2026-06-01,downgraded,199
1053,964,1,2026-06-01,,active,49
1054,965,2,2026-06-15,,active,199
1055,966,1,2026-04-04,,active,49
1056,967,3,2025-11-14,,active,799
1057,968,1,2024-01-20,2025-10-01,churned,49
1058,969,2,2023-07-03,2024-05-01,churned,199
1059,970,3,2023-08-01,2023-12-01,churned,799
1060,971,2,2026-05-14,,active,199
1061,972,2,2024-04-26,,active,199
1062,973,2,2025-05-24,,active,199
1063,974,2,2025-06-05,2025-08-01,downgraded,199
1064,974,1,2025-08-01,,active,49
1065,975,3,2025-07-10,,active,799
1066,976,1,2026-05-23,,active,49
1067,977,2,2024-09-01,2026-03-01,downgraded,199
1068,977,1,2026-03-01,,active,49
1069,978,1,2024-04-12,2025-03-01,churned,49
1070,979,2,2025-02-28,2025-08-01,downgraded,199
1071,979,1,2025-08-01,,active,49
1072,980,2,2025-09-13,2026-01-01,downgraded,199
1073,980,1,2026-01-01,,active,49
1074,981,2,2024-07-06,2025-03-01,downgraded,199
1075,981,1,2025-03-01,2025-12-01,churned,49
1076,982,1,2026-01-19,,active,49
1077,983,2,2026-05-28,,active,199
1078,984,1,2025-05-06,2025-07-01,churned,49
1079,985,2,2025-07-18,2026-02-01,churned,199
1080,986,1,2024-03-21,2024-04-01,churned,49
1081,987,1,2024-11-14,,active,49
1082,988,1,2025-08-02,,active,49
1083,989,1,2026-05-17,,active,49
1084,990,1,2024-12-27,2025-05-01,churned,49
1085,991,2,2026-01-22,,active,199
1086,992,1,2026-04-20,,active,49
1087,993,2,2025-04-02,,active,199
1088,994,3,2025-04-09,,active,799
1089,995,1,2023-07-07,2023-10-01,churned,49
1090,996,1,2024-08-18,2026-04-01,churned,49
1091,997,3,2025-06-12,,active,799
1092,998,3,2024-12-15,,active,799
1093,999,1,2026-02-17,,active,49
1094,1000,1,2023-12-26,2023-12-01,churned,49
