payment_id,subscription_id,customer_id,payment_date,amount,status
1795,188,171,2024-11-26,799,succeeded
1796,188,171,2024-12-25,799,succeeded
1797,188,171,2025-01-27,799,succeeded
1798,188,171,2025-02-26,799,succeeded
1799,188,171,2025-03-27,799,succeeded
1800,188,171,2025-04-27,799,succeeded
1801,188,171,2025-05-24,799,succeeded
1802,188,171,2025-06-28,799,succeeded
1803,188,171,2025-07-28,799,succeeded
1804,188,171,2025-08-28,799,succeeded
1805,188,171,2025-09-24,799,succeeded
1806,188,171,2025-10-26,799,succeeded
1807,188,171,2025-11-26,799,succeeded
1808,188,171,2025-12-28,799,succeeded
1809,188,171,2026-01-24,799,succeeded
1810,188,171,2026-02-28,799,succeeded
1811,188,171,2026-03-27,799,succeeded
1812,188,171,2026-04-27,799,succeeded
1813,188,171,2026-05-24,799,succeeded
1814,188,171,2026-06-28,799,succeeded
1815,189,172,2025-09-23,49,succeeded
1816,189,172,2025-10-26,49,succeeded
1817,189,172,2025-11-25,49,succeeded
1818,189,172,2025-12-25,49,succeeded
1819,189,172,2026-01-26,49,succeeded
1820,189,172,2026-02-25,49,succeeded
1821,189,172,2026-03-23,49,succeeded
1822,189,172,2026-04-25,49,succeeded
1823,189,172,2026-05-26,49,succeeded
1824,189,172,2026-06-25,49,succeeded
1825,190,173,2024-11-20,49,succeeded
1826,190,173,2024-12-17,49,succeeded
1827,190,173,2025-01-17,49,succeeded
1828,190,173,2025-02-17,49,succeeded
1829,190,173,2025-03-17,49,succeeded
1830,190,173,2025-04-18,49,succeeded
1831,190,173,2025-05-18,49,succeeded
1832,190,173,2025-06-20,49,succeeded
1833,190,173,2025-07-18,49,succeeded
1834,190,173,2025-08-19,49,succeeded
1835,190,173,2025-09-19,49,succeeded
1836,190,173,2025-10-17,49,succeeded
1837,190,173,2025-11-16,49,succeeded
1838,190,173,2025-12-20,49,succeeded
1839,190,173,2026-01-17,49,failed
1840,190,173,2026-01-22,49,succeeded
1841,190,173,2026-02-18,49,succeeded
1842,190,173,2026-03-17,49,succeeded
1843,190,173,2026-04-18,49,succeeded
1844,190,173,2026-05-16,49,succeeded
1845,190,173,2026-06-20,49,succeeded
1846,191,174,2025-01-14,799,succeeded
1847,191,174,2025-02-15,799,succeeded
1848,191,174,2025-03-13,799,succeeded
1849,191,174,2025-04-11,799,succeeded
1850,191,174,2025-05-11,799,succeeded
1851,191,174,2025-06-11,799,succeeded
1852,191,174,2025-07-11,799,succeeded
1853,191,174,2025-08-11,799,succeeded
1854,191,174,2025-09-11,799,succeeded
1855,191,174,2025-10-15,799,succeeded
1856,191,174,2025-11-12,799,failed
1857,191,174,2025-11-18,799,succeeded
1858,191,174,2025-12-11,799,succeeded
1859,192,174,2026-01-01,199,succeeded
1860,192,174,2026-02-05,199,succeeded
1861,193,175,2024-08-29,199,succeeded
1862,193,175,2024-09-29,199,succeeded
1863,193,175,2024-10-31,199,succeeded
1864,193,175,2024-11-27,199,succeeded
1865,193,175,2024-12-27,199,succeeded
1866,193,175,2025-01-27,199,succeeded
1867,193,175,2025-02-27,199,succeeded
1868,193,175,2025-03-31,199,succeeded
1869,193,175,2025-04-30,199,failed
1870,193,175,2025-05-27,199,succeeded
1871,193,175,2025-07-01,199,succeeded
1872,193,175,2025-07-27,199,succeeded
1873,193,175,2025-08-28,199,succeeded
1874,194,176,2024-03-22,199,succeeded
1875,194,176,2024-04-23,199,succeeded
1876,195,176,2024-05-02,49,succeeded
1877,195,176,2024-06-02,49,succeeded
1878,196,177,2025-02-17,199,succeeded
1879,196,177,2025-03-16,199,succeeded
1880,196,177,2025-04-20,199,succeeded
1881,196,177,2025-05-17,199,succeeded
1882,196,177,2025-06-20,199,succeeded
1883,196,177,2025-07-18,199,succeeded
1884,196,177,2025-08-18,199,succeeded
1885,196,177,2025-09-20,199,succeeded
1886,196,177,2025-10-18,199,succeeded
1887,196,177,2025-11-18,199,succeeded
1888,196,177,2025-12-18,199,succeeded
1889,196,177,2026-01-18,199,succeeded
1890,196,177,2026-02-18,199,succeeded
1891,196,177,2026-03-20,199,succeeded
1892,196,177,2026-04-16,199,succeeded
1893,196,177,2026-05-18,199,succeeded
1894,196,177,2026-06-19,199,succeeded
1895,197,178,2026-02-17,49,succeeded
1896,197,178,2026-03-17,49,succeeded
1897,197,178,2026-04-16,49,succeeded
1898,197,178,2026-05-14,49,succeeded
1899,197,178,2026-06-18,49,succeeded
1900,198,179,2025-01-18,49,succeeded
1901,199,180,2023-10-14,799,succeeded
1902,199,180,2023-11-17,799,succeeded
1903,199,180,2023-12-17,799,succeeded
1904,199,180,2024-01-16,799,succeeded
1905,199,180,2024-02-15,799,succeeded
1906,199,180,2024-03-15,799,failed
1907,199,180,2024-03-19,799,succeeded
1908,199,180,2024-04-17,799,succeeded
1909,199,180,2024-05-14,799,succeeded
1910,199,180,2024-06-18,799,succeeded
1911,199,180,2024-07-16,799,succeeded
1912,199,180,2024-08-17,799,succeeded
1913,199,180,2024-09-15,799,succeeded
1914,199,180,2024-10-17,799,succeeded
1915,199,180,2024-11-18,799,succeeded
1916,199,180,2024-12-15,799,succeeded
1917,199,180,2025-01-14,799,succeeded
1918,199,180,2025-02-16,799,succeeded
1919,199,180,2025-03-18,799,succeeded
1920,199,180,2025-04-15,799,succeeded
1921,199,180,2025-05-16,799,succeeded
1922,199,180,2025-06-18,799,succeeded
1923,199,180,2025-07-18,799,succeeded
1924,199,180,2025-08-14,799,succeeded
1925,199,180,2025-09-16,799,succeeded
1926,199,180,2025-10-15,799,succeeded
1927,199,180,2025-11-14,799,succeeded
1928,199,180,2025-12-16,799,succeeded
1929,199,180,2026-01-18,799,succeeded
1930,199,180,2026-02-16,799,failed
1931,199,180,2026-03-18,799,succeeded
1932,199,180,2026-04-16,799,succeeded
1933,199,180,2026-05-14,799,succeeded
1934,199,180,2026-06-17,799,succeeded
1935,200,181,2026-06-26,799,succeeded
1936,201,182,2025-11-06,199,succeeded
1937,201,182,2025-12-07,199,succeeded
1938,201,182,2026-01-08,199,succeeded
1939,201,182,2026-02-07,199,succeeded
1940,201,182,2026-03-07,199,succeeded
1941,201,182,2026-04-08,199,succeeded
1942,201,182,2026-05-06,199,succeeded
1943,201,182,2026-06-05,199,succeeded
1944,202,183,2026-01-22,799,succeeded
1945,202,183,2026-02-26,799,succeeded
1946,202,183,2026-03-23,799,succeeded
1947,202,183,2026-04-24,799,succeeded
1948,202,183,2026-05-24,799,succeeded
1949,202,183,2026-06-22,799,succeeded
1950,203,184,2025-07-12,49,succeeded
1951,203,184,2025-08-14,49,succeeded
1952,203,184,2025-09-14,49,succeeded
1953,203,184,2025-10-14,49,succeeded
1954,203,184,2025-11-16,49,succeeded
1955,203,184,2025-12-14,49,succeeded
1956,203,184,2026-01-14,49,succeeded
1957,203,184,2026-02-16,49,succeeded
1958,204,185,2024-10-08,49,succeeded
1959,204,185,2024-11-07,49,succeeded
1960,204,185,2024-12-09,49,succeeded
1961,204,185,2025-01-07,49,succeeded
1962,204,185,2025-02-07,49,succeeded
1963,204,185,2025-03-08,49,succeeded
1964,204,185,2025-04-11,49,succeeded
1965,204,185,2025-05-08,49,succeeded
1966,204,185,2025-06-08,49,succeeded
1967,204,185,2025-07-11,49,succeeded
1968,204,185,2025-08-10,49,failed
1969,204,185,2025-09-10,49,succeeded
1970,204,185,2025-10-10,49,succeeded
1971,204,185,2025-11-10,49,succeeded
1972,204,185,2025-12-11,49,succeeded
1973,204,185,2026-01-10,49,succeeded
1974,204,185,2026-02-09,49,succeeded
1975,204,185,2026-03-07,49,succeeded
1976,204,185,2026-04-08,49,succeeded
1977,205,186,2025-08-19,49,succeeded
1978,205,186,2025-09-19,49,succeeded
1979,205,186,2025-10-17,49,succeeded
1980,205,186,2025-11-16,49,succeeded
1981,205,186,2025-12-19,49,succeeded
1982,205,186,2026-01-18,49,succeeded
1983,205,186,2026-02-19,49,succeeded
1984,206,187,2025-01-23,199,succeeded
1985,206,187,2025-02-26,199,succeeded
1986,206,187,2025-03-26,199,succeeded
1987,206,187,2025-04-23,199,succeeded
1988,206,187,2025-05-26,199,succeeded
1989,206,187,2025-06-26,199,failed
1990,206,187,2025-06-29,199,succeeded
1991,207,188,2025-03-12,799,succeeded
1992,207,188,2025-04-09,799,failed
1993,207,188,2025-04-11,799,succeeded
1994,207,188,2025-05-10,799,succeeded
1995,207,188,2025-06-10,799,succeeded
1996,207,188,2025-07-12,799,succeeded
1997,207,188,2025-08-08,799,succeeded
1998,207,188,2025-09-11,799,succeeded
1999,207,188,2025-10-11,799,succeeded
2000,207,188,2025-11-09,799,succeeded
2001,207,188,2025-12-09,799,succeeded
2002,207,188,2026-01-12,799,succeeded
2003,207,188,2026-02-11,799,succeeded
2004,207,188,2026-03-11,799,succeeded
2005,207,188,2026-04-12,799,succeeded
2006,207,188,2026-05-09,799,succeeded
2007,207,188,2026-06-11,799,succeeded
2008,208,189,2023-12-25,199,succeeded
2009,208,189,2024-01-23,199,succeeded
2010,208,189,2024-02-24,199,succeeded
2011,208,189,2024-03-23,199,failed
2012,208,189,2024-03-25,199,succeeded
2013,208,189,2024-04-21,199,succeeded
2014,208,189,2024-05-23,199,succeeded
2015,208,189,2024-06-24,199,succeeded
2016,208,189,2024-07-23,199,succeeded
2017,208,189,2024-08-21,199,succeeded
2018,208,189,2024-09-24,199,succeeded
2019,208,189,2024-10-22,199,succeeded
2020,208,189,2024-11-22,199,succeeded
2021,208,189,2024-12-23,199,succeeded
2022,208,189,2025-01-21,199,succeeded
2023,208,189,2025-02-25,199,succeeded
2024,208,189,2025-03-25,199,succeeded
2025,208,189,2025-04-21,199,succeeded
2026,208,189,2025-05-22,199,succeeded
2027,208,189,2025-06-21,199,succeeded
2028,209,190,2025-08-26,199,succeeded
2029,209,190,2025-09-26,199,succeeded
2030,209,190,2025-10-26,199,succeeded
2031,209,190,2025-11-25,199,succeeded
2032,209,190,2025-12-25,199,succeeded
2033,209,190,2026-01-24,199,succeeded
2034,209,190,2026-02-23,199,succeeded
2035,209,190,2026-03-24,199,succeeded
2036,209,190,2026-04-23,199,succeeded
2037,210,190,2026-05-02,49,succeeded
2038,210,190,2026-06-02,49,succeeded
2039,211,191,2024-02-15,799,succeeded
2040,211,191,2024-03-18,799,succeeded
2041,211,191,2024-04-15,799,succeeded
2042,211,191,2024-05-17,799,succeeded
2043,211,191,2024-06-18,799,succeeded
2044,211,191,2024-07-19,799,succeeded
2045,211,191,2024-08-18,799,succeeded
2046,211,191,2024-09-15,799,succeeded
2047,211,191,2024-10-19,799,succeeded
2048,211,191,2024-11-19,799,succeeded
2049,211,191,2024-12-18,799,failed
2050,211,191,2024-12-21,799,succeeded
2051,211,191,2025-01-15,799,succeeded
2052,211,191,2025-02-19,799,succeeded
2053,211,191,2025-03-19,799,succeeded
2054,211,191,2025-04-19,799,succeeded
2055,211,191,2025-05-18,799,succeeded
2056,211,191,2025-06-15,799,succeeded
2057,211,191,2025-07-19,799,succeeded
2058,211,191,2025-08-17,799,succeeded
2059,211,191,2025-09-19,799,failed
2060,211,191,2025-09-24,799,succeeded
2061,211,191,2025-10-18,799,succeeded
2062,211,191,2025-11-15,799,succeeded
2063,211,191,2025-12-16,799,succeeded
2064,211,191,2026-01-15,799,succeeded
2065,211,191,2026-02-16,799,succeeded
2066,211,191,2026-03-19,799,succeeded
2067,211,191,2026-04-17,799,succeeded
2068,211,191,2026-05-15,799,succeeded
2069,211,191,2026-06-19,799,succeeded
2070,212,192,2026-03-25,799,succeeded
2071,212,192,2026-04-25,799,succeeded
2072,212,192,2026-05-27,799,succeeded
2073,212,192,2026-06-25,799,succeeded
2074,213,193,2024-05-02,49,succeeded
2075,213,193,2024-05-31,49,succeeded
2076,213,193,2024-07-01,49,succeeded
2077,214,194,2025-08-05,199,succeeded
2078,214,194,2025-09-03,199,succeeded
2079,214,194,2025-10-02,199,succeeded
2080,214,194,2025-11-02,199,succeeded
2081,214,194,2025-12-03,199,succeeded
2082,214,194,2026-01-05,199,succeeded
2083,214,194,2026-02-03,199,succeeded
2084,214,194,2026-03-02,199,succeeded
2085,214,194,2026-04-01,199,succeeded
2086,214,194,2026-05-05,199,succeeded
2087,214,194,2026-06-05,199,succeeded
2088,215,195,2024-07-19,799,succeeded
2089,216,196,2024-10-19,199,succeeded
2090,216,196,2024-11-18,199,succeeded
2091,216,196,2024-12-22,199,succeeded
2092,216,196,2025-01-20,199,succeeded
2093,216,196,2025-02-19,199,succeeded
2094,216,196,2025-03-18,199,succeeded
2095,216,196,2025-04-21,199,succeeded
2096,216,196,2025-05-22,199,succeeded
2097,216,196,2025-06-21,199,succeeded
2098,216,196,2025-07-19,199,succeeded
2099,216,196,2025-08-21,199,succeeded
2100,216,196,2025-09-21,199,succeeded
2101,216,196,2025-10-19,199,succeeded
2102,216,196,2025-11-20,199,succeeded
2103,216,196,2025-12-19,199,succeeded
2104,216,196,2026-01-21,199,succeeded
2105,216,196,2026-02-18,199,succeeded
2106,216,196,2026-03-22,199,succeeded
2107,216,196,2026-04-22,199,succeeded
2108,216,196,2026-05-20,199,succeeded
2109,216,196,2026-06-22,199,succeeded
2110,217,197,2023-09-08,799,succeeded
2111,217,197,2023-10-11,799,failed
2112,217,197,2023-10-17,799,succeeded
2113,217,197,2023-11-09,799,succeeded
2114,217,197,2023-12-08,799,succeeded
2115,217,197,2024-01-10,799,succeeded
2116,217,197,2024-02-10,799,succeeded
2117,217,197,2024-03-07,799,succeeded
2118,217,197,2024-04-11,799,succeeded
2119,217,197,2024-05-08,799,succeeded
2120,217,197,2024-06-08,799,succeeded
2121,217,197,2024-07-09,799,succeeded
2122,217,197,2024-08-10,799,succeeded
2123,217,197,2024-09-09,799,succeeded
2124,217,197,2024-10-11,799,succeeded
2125,217,197,2024-11-08,799,succeeded
2126,217,197,2024-12-07,799,succeeded
2127,217,197,2025-01-10,799,succeeded
2128,217,197,2025-02-10,799,succeeded
2129,217,197,2025-03-10,799,succeeded
2130,217,197,2025-04-10,799,succeeded
2131,217,197,2025-05-11,799,failed
2132,217,197,2025-05-16,799,succeeded
2133,217,197,2025-06-09,799,succeeded
2134,217,197,2025-07-08,799,succeeded
2135,217,197,2025-08-09,799,succeeded
2136,217,197,2025-09-08,799,succeeded
2137,217,197,2025-10-07,799,succeeded
2138,217,197,2025-11-09,799,succeeded
2139,217,197,2025-12-07,799,succeeded
2140,217,197,2026-01-08,799,failed
2141,217,197,2026-01-10,799,succeeded
2142,217,197,2026-02-10,799,succeeded
2143,217,197,2026-03-08,799,succeeded
2144,217,197,2026-04-10,799,succeeded
2145,217,197,2026-05-09,799,succeeded
2146,217,197,2026-06-08,799,succeeded
2147,218,198,2026-04-26,49,succeeded
2148,218,198,2026-05-26,49,succeeded
2149,218,198,2026-06-29,49,succeeded
2150,219,199,2025-03-16,49,succeeded
2151,219,199,2025-04-13,49,succeeded
2152,219,199,2025-05-13,49,succeeded
2153,219,199,2025-06-17,49,succeeded
2154,219,199,2025-07-15,49,succeeded
2155,219,199,2025-08-13,49,succeeded
2156,219,199,2025-09-15,49,succeeded
2157,219,199,2025-10-14,49,succeeded
2158,219,199,2025-11-17,49,succeeded
2159,219,199,2025-12-16,49,succeeded
2160,219,199,2026-01-16,49,succeeded
2161,219,199,2026-02-17,49,succeeded
2162,219,199,2026-03-16,49,succeeded
2163,220,200,2025-06-18,799,succeeded
2164,220,200,2025-07-18,799,succeeded
2165,220,200,2025-08-16,799,succeeded
2166,220,200,2025-09-16,799,succeeded
2167,220,200,2025-10-20,799,succeeded
2168,220,200,2025-11-16,799,succeeded
2169,220,200,2025-12-16,799,succeeded
2170,220,200,2026-01-20,799,succeeded
2171,220,200,2026-02-20,799,succeeded
2172,220,200,2026-03-17,799,succeeded
2173,220,200,2026-04-19,799,succeeded
2174,220,200,2026-05-17,799,succeeded
2175,220,200,2026-06-20,799,succeeded
2176,221,201,2026-03-28,199,succeeded
2177,221,201,2026-04-29,199,succeeded
2178,221,201,2026-05-30,199,succeeded
2179,221,201,2026-07-02,199,succeeded
2180,222,202,2023-08-03,49,succeeded
2181,222,202,2023-09-02,49,succeeded
2182,222,202,2023-10-05,49,succeeded
2183,222,202,2023-11-01,49,succeeded
2184,222,202,2023-12-03,49,succeeded
2185,222,202,2024-01-05,49,succeeded
2186,222,202,2024-02-02,49,succeeded
2187,222,202,2024-03-02,49,succeeded
2188,222,202,2024-04-05,49,succeeded
2189,222,202,2024-05-02,49,succeeded
2190,222,202,2024-06-04,49,succeeded
2191,222,202,2024-07-03,49,succeeded
2192,222,202,2024-08-04,49,succeeded
2193,222,202,2024-09-01,49,succeeded
2194,223,203,2023-07-07,199,succeeded
2195,223,203,2023-08-06,199,succeeded
2196,223,203,2023-09-06,199,succeeded
2197,224,204,2024-06-13,49,succeeded
2198,224,204,2024-07-13,49,succeeded
2199,224,204,2024-08-14,49,succeeded
2200,225,204,2024-09-04,199,succeeded
2201,225,204,2024-10-05,199,succeeded
2202,225,204,2024-11-02,199,succeeded
2203,225,204,2024-12-01,199,succeeded
2204,225,204,2025-01-03,199,succeeded
2205,225,204,2025-02-04,199,succeeded
2206,225,204,2025-03-01,199,succeeded
2207,225,204,2025-04-01,199,succeeded
2208,225,204,2025-05-01,199,succeeded
2209,225,204,2025-06-02,199,succeeded
2210,225,204,2025-07-01,199,succeeded
2211,225,204,2025-08-04,199,succeeded
2212,225,204,2025-09-01,199,succeeded
2213,225,204,2025-10-03,199,succeeded
2214,225,204,2025-11-05,199,succeeded
2215,225,204,2025-12-03,199,succeeded
2216,225,204,2026-01-05,199,succeeded
2217,225,204,2026-02-02,199,succeeded
2218,225,204,2026-03-03,199,succeeded
2219,225,204,2026-04-03,199,succeeded
2220,225,204,2026-05-04,199,succeeded
2221,225,204,2026-06-03,199,succeeded
2222,226,205,2023-10-21,799,failed
2223,226,205,2023-10-24,799,succeeded
2224,227,206,2026-01-20,799,succeeded
2225,227,206,2026-02-18,799,succeeded
2226,227,206,2026-03-20,799,succeeded
2227,227,206,2026-04-18,799,succeeded
2228,227,206,2026-05-20,799,succeeded
2229,227,206,2026-06-19,799,succeeded
2230,228,207,2024-10-22,199,succeeded
2231,228,207,2024-11-22,199,succeeded
2232,228,207,2024-12-24,199,succeeded
2233,228,207,2025-01-26,199,succeeded
2234,228,207,2025-02-23,199,succeeded
2235,228,207,2025-03-24,199,succeeded
2236,228,207,2025-04-24,199,succeeded
2237,228,207,2025-05-26,199,succeeded
2238,228,207,2025-06-22,199,succeeded
2239,228,207,2025-07-23,199,succeeded
2240,228,207,2025-08-24,199,succeeded
2241,228,207,2025-09-22,199,succeeded
2242,228,207,2025-10-25,199,succeeded
2243,228,207,2025-11-24,199,failed
2244,228,207,2025-11-29,199,succeeded
2245,228,207,2025-12-23,199,succeeded
2246,228,207,2026-01-22,199,succeeded
2247,228,207,2026-02-23,199,succeeded
2248,228,207,2026-03-24,199,succeeded
2249,228,207,2026-04-22,199,succeeded
2250,228,207,2026-05-24,199,succeeded
2251,228,207,2026-06-24,199,succeeded
2252,229,208,2023-12-08,199,succeeded
2253,229,208,2024-01-05,199,succeeded
2254,229,208,2024-02-06,199,succeeded
2255,229,208,2024-03-08,199,succeeded
2256,229,208,2024-04-08,199,succeeded
2257,229,208,2024-05-04,199,succeeded
2258,229,208,2024-06-04,199,succeeded
2259,229,208,2024-07-05,199,succeeded
2260,229,208,2024-08-08,199,succeeded
2261,229,208,2024-09-07,199,succeeded
2262,229,208,2024-10-04,199,succeeded
2263,229,208,2024-11-06,199,succeeded
2264,229,208,2024-12-06,199,succeeded
2265,229,208,2025-01-06,199,succeeded
2266,229,208,2025-02-04,199,succeeded
2267,229,208,2025-03-04,199,succeeded
2268,229,208,2025-04-06,199,succeeded
2269,229,208,2025-05-08,199,succeeded
2270,229,208,2025-06-07,199,succeeded
2271,229,208,2025-07-05,199,succeeded
2272,229,208,2025-08-06,199,succeeded
2273,229,208,2025-09-06,199,succeeded
2274,229,208,2025-10-06,199,succeeded
2275,229,208,2025-11-04,199,succeeded
2276,229,208,2025-12-04,199,succeeded
2277,229,208,2026-01-06,199,succeeded
2278,229,208,2026-02-07,199,succeeded
2279,229,208,2026-03-07,199,succeeded
2280,229,208,2026-04-08,199,succeeded
2281,229,208,2026-05-06,199,succeeded
2282,229,208,2026-06-04,199,succeeded
2283,230,209,2025-05-26,49,failed
2284,230,209,2025-06-01,49,succeeded
2285,230,209,2025-06-24,49,succeeded
2286,230,209,2025-07-26,49,succeeded
2287,230,209,2025-08-27,49,succeeded
2288,230,209,2025-09-26,49,succeeded
2289,230,209,2025-10-23,49,succeeded
2290,230,209,2025-11-26,49,succeeded
2291,230,209,2025-12-26,49,succeeded
2292,230,209,2026-01-24,49,succeeded
2293,230,209,2026-02-25,49,succeeded
2294,230,209,2026-03-25,49,succeeded
2295,230,209,2026-04-27,49,succeeded
2296,230,209,2026-05-27,49,succeeded
2297,230,209,2026-06-25,49,failed
2298,230,209,2026-06-30,49,succeeded
2299,231,210,2024-12-13,49,succeeded
2300,231,210,2025-01-10,49,succeeded
2301,231,210,2025-02-14,49,succeeded
2302,232,211,2026-05-22,49,succeeded
2303,232,211,2026-06-22,49,succeeded
2304,233,212,2025-06-29,49,succeeded
2305,233,212,2025-07-31,49,failed
2306,233,212,2025-08-04,49,succeeded
2307,233,212,2025-08-31,49,succeeded
2308,233,212,2025-09-29,49,succeeded
2309,233,212,2025-11-01,49,succeeded
2310,233,212,2025-11-29,49,succeeded
2311,233,212,2026-01-01,49,succeeded
2312,233,212,2026-01-29,49,succeeded
2313,233,212,2026-03-01,49,succeeded
2314,233,212,2026-03-30,49,succeeded
2315,233,212,2026-04-30,49,succeeded
2316,233,212,2026-05-30,49,succeeded
2317,233,212,2026-06-30,49,succeeded
2318,234,213,2026-03-07,49,succeeded
2319,234,213,2026-04-06,49,succeeded
2320,234,213,2026-05-07,49,succeeded
2321,234,213,2026-06-07,49,succeeded
2322,235,214,2025-08-02,199,succeeded
2323,235,214,2025-09-01,199,succeeded
2324,235,214,2025-10-03,199,succeeded
2325,235,214,2025-11-05,199,succeeded
2326,235,214,2025-12-02,199,succeeded
2327,235,214,2026-01-04,199,succeeded
2328,236,215,2026-04-09,49,succeeded
2329,236,215,2026-05-06,49,succeeded
2330,236,215,2026-06-07,49,succeeded
2331,237,216,2025-10-22,799,succeeded
2332,237,216,2025-11-21,799,succeeded
2333,237,216,2025-12-24,799,succeeded
2334,237,216,2026-01-24,799,succeeded
2335,237,216,2026-02-25,799,succeeded
2336,237,216,2026-03-22,799,succeeded
2337,237,216,2026-04-22,799,succeeded
2338,237,216,2026-05-25,799,succeeded
2339,237,216,2026-06-21,799,succeeded
2340,238,217,2024-09-10,799,succeeded
2341,238,217,2024-10-07,799,succeeded
2342,238,217,2024-11-08,799,succeeded
2343,238,217,2024-12-07,799,succeeded
2344,238,217,2025-01-10,799,succeeded
2345,238,217,2025-02-07,799,succeeded
2346,238,217,2025-03-11,799,succeeded
2347,238,217,2025-04-09,799,succeeded
2348,238,217,2025-05-07,799,succeeded
2349,238,217,2025-06-07,799,succeeded
2350,238,217,2025-07-11,799,succeeded
2351,238,217,2025-08-08,799,succeeded
2352,238,217,2025-09-08,799,succeeded
2353,238,217,2025-10-11,799,succeeded
2354,238,217,2025-11-10,799,succeeded
2355,238,217,2025-12-09,799,succeeded
2356,238,217,2026-01-09,799,succeeded
2357,238,217,2026-02-09,799,succeeded
2358,238,217,2026-03-11,799,succeeded
2359,238,217,2026-04-11,799,succeeded
2360,238,217,2026-05-10,799,succeeded
2361,238,217,2026-06-11,799,failed
2362,238,217,2026-06-16,799,succeeded
2363,239,218,2026-02-22,49,succeeded
2364,239,218,2026-03-21,49,succeeded
2365,239,218,2026-04-23,49,succeeded
2366,239,218,2026-05-19,49,succeeded
2367,239,218,2026-06-21,49,succeeded
2368,241,220,2025-05-26,199,succeeded
2369,241,220,2025-06-27,199,succeeded
2370,241,220,2025-07-29,199,succeeded
2371,241,220,2025-08-25,199,succeeded
2372,241,220,2025-09-28,199,succeeded
2373,241,220,2025-10-27,199,succeeded
2374,241,220,2025-11-29,199,succeeded
2375,241,220,2025-12-26,199,succeeded
2376,241,220,2026-01-27,199,succeeded
2377,241,220,2026-03-01,199,succeeded
2378,241,220,2026-03-29,199,succeeded
2379,241,220,2026-04-27,199,succeeded
2380,241,220,2026-05-25,199,succeeded
2381,241,220,2026-06-26,199,succeeded
2382,242,221,2026-06-29,799,succeeded
2383,243,222,2023-12-29,199,succeeded
2384,243,222,2024-01-30,199,succeeded
2385,243,222,2024-02-26,199,succeeded
2386,243,222,2024-03-30,199,succeeded
2387,243,222,2024-04-27,199,succeeded
2388,243,222,2024-05-27,199,succeeded
2389,243,222,2024-06-28,199,succeeded
2390,243,222,2024-07-26,199,succeeded
2391,243,222,2024-08-27,199,succeeded
2392,243,222,2024-09-28,199,succeeded
2393,243,222,2024-10-27,199,succeeded
2394,243,222,2024-11-28,199,succeeded
2395,243,222,2024-12-29,199,succeeded
2396,243,222,2025-01-30,199,succeeded
2397,243,222,2025-02-27,199,succeeded
2398,243,222,2025-03-27,199,succeeded
2399,243,222,2025-04-30,199,succeeded
2400,243,222,2025-05-28,199,succeeded
2401,243,222,2025-06-27,199,succeeded
2402,243,222,2025-07-29,199,succeeded
2403,243,222,2025-08-29,199,succeeded
2404,243,222,2025-09-28,199,succeeded
2405,243,222,2025-10-27,199,succeeded
2406,243,222,2025-11-28,199,succeeded
2407,243,222,2025-12-28,199,succeeded
2408,243,222,2026-01-27,199,succeeded
2409,243,222,2026-02-26,199,succeeded
2410,243,222,2026-03-30,199,succeeded
2411,243,222,2026-04-28,199,succeeded
2412,243,222,2026-05-29,199,succeeded
2413,243,222,2026-06-26,199,succeeded
2414,244,223,2026-06-28,199,succeeded
2415,245,224,2026-06-04,799,succeeded
2416,246,225,2024-08-02,49,succeeded
2417,246,225,2024-09-02,49,succeeded
2418,246,225,2024-10-03,49,succeeded
2419,246,225,2024-11-03,49,succeeded
2420,246,225,2024-12-02,49,succeeded
2421,246,225,2025-01-06,49,succeeded
2422,246,225,2025-02-03,49,succeeded
2423,246,225,2025-03-05,49,succeeded
2424,246,225,2025-04-06,49,succeeded
2425,246,225,2025-05-06,49,succeeded
2426,246,225,2025-06-05,49,succeeded
2427,246,225,2025-07-03,49,succeeded
2428,246,225,2025-08-02,49,succeeded
2429,246,225,2025-09-02,49,failed
2430,246,225,2025-09-08,49,succeeded
2431,246,225,2025-10-04,49,succeeded
2432,246,225,2025-11-02,49,succeeded
2433,246,225,2025-12-03,49,succeeded
2434,246,225,2026-01-03,49,succeeded
2435,246,225,2026-02-04,49,succeeded
2436,246,225,2026-03-03,49,succeeded
2437,246,225,2026-04-06,49,succeeded
2438,246,225,2026-05-04,49,succeeded
2439,246,225,2026-06-05,49,succeeded
2440,247,226,2025-05-11,49,failed
2441,247,226,2025-05-15,49,succeeded
2442,247,226,2025-06-14,49,succeeded
2443,247,226,2025-07-14,49,succeeded
2444,247,226,2025-08-12,49,succeeded
2445,247,226,2025-09-13,49,succeeded
2446,247,226,2025-10-14,49,succeeded
2447,247,226,2025-11-14,49,succeeded
2448,247,226,2025-12-13,49,succeeded
2449,247,226,2026-01-14,49,succeeded
2450,247,226,2026-02-12,49,succeeded
2451,247,226,2026-03-11,49,succeeded
2452,247,226,2026-04-11,49,succeeded
2453,247,226,2026-05-11,49,succeeded
2454,247,226,2026-06-14,49,succeeded
2455,248,227,2026-01-16,49,succeeded
2456,248,227,2026-02-14,49,succeeded
2457,248,227,2026-03-14,49,succeeded
2458,248,227,2026-04-13,49,succeeded
2459,248,227,2026-05-14,49,succeeded
2460,248,227,2026-06-16,49,succeeded
2461,249,228,2026-01-29,799,succeeded
