customer_id,company_name,country,industry,employee_size_band,signup_date,signup_quarter
330,Herman-Walker,United States,PR Agency,51+,2025-10-28,2025Q4
331,Reid Group,United States,Design Studio,1-10,2026-04-09,2026Q2
332,"Turner, Ortiz and Taylor",United Kingdom,Marketing Agency,11-50,2024-08-08,2024Q3
333,Torres Group,Portugal,Branding Agency,51+,2025-09-02,2025Q3
334,Davis PLC,United States,Marketing Agency,1-10,2026-05-12,2026Q2
335,Price LLC,United States,PR Agency,1-10,2025-07-21,2025Q3
336,"Avery, Horton and Fernandez",United States,Dev Shop / Software Consulting,1-10,2025-10-16,2025Q4
337,"Newton, Moore and Perry",United States,Branding Agency,11-50,2026-02-20,2026Q1
338,Bass PLC,United States,Dev Shop / Software Consulting,1-10,2025-05-05,2025Q2
339,Crosby-Ramirez,Germany,Marketing Agency,11-50,2025-11-25,2025Q4
340,"Wood, Ramos and Sampson",United States,Branding Agency,1-10,2024-06-21,2024Q2
341,Garcia-Jennings,United Kingdom,Branding Agency,1-10,2024-06-20,2024Q2
342,"Winters, Newman and Brown",United Kingdom,PR Agency,11-50,2026-04-05,2026Q2
343,Lopez-Martinez,United States,Digital Agency,1-10,2024-08-14,2024Q3
344,Davis-Lewis,Germany,Management Consulting,11-50,2025-03-03,2025Q1
345,"Harper, Smith and Buchanan",United Kingdom,Digital Agency,11-50,2026-03-18,2026Q1
346,Zhang PLC,Portugal,Branding Agency,1-10,2024-12-12,2024Q4
347,Jones PLC,United States,Management Consulting,11-50,2026-05-08,2026Q2
348,Willis and Sons,United Kingdom,PR Agency,11-50,2025-06-25,2025Q2
349,Schroeder-Kramer,United States,Dev Shop / Software Consulting,11-50,2023-08-21,2023Q3
350,"Smith, Garrison and Thomas",Germany,PR Agency,1-10,2026-04-16,2026Q2
351,Fernandez and Sons,Germany,Dev Shop / Software Consulting,1-10,2026-04-15,2026Q2
352,Guerrero Inc,United States,Marketing Agency,11-50,2024-02-11,2024Q1
353,Smith and Sons,United Kingdom,Digital Agency,51+,2025-10-16,2025Q4
354,"Morris, Thompson and Williams",Germany,Management Consulting,1-10,2026-01-28,2026Q1
355,"Fisher, Wilson and Brown",Portugal,Marketing Agency,1-10,2025-03-26,2025Q1
356,Strickland-Palmer,Portugal,Branding Agency,11-50,2024-09-11,2024Q3
357,Hayes and Sons,United Kingdom,Dev Shop / Software Consulting,1-10,2025-08-17,2025Q3
358,"Williams, Logan and Camacho",United States,Branding Agency,1-10,2026-04-20,2026Q2
359,"Turner, Schneider and Johnson",United States,Marketing Agency,1-10,2025-01-03,2025Q1
360,Boone-Simmons,United States,PR Agency,1-10,2025-03-14,2025Q1
361,Henry Group,United Kingdom,PR Agency,1-10,2026-04-28,2026Q2
362,Lam LLC,United Kingdom,PR Agency,1-10,2026-05-26,2026Q2
363,"Hernandez, Martinez and Weber",United States,Management Consulting,11-50,2026-04-17,2026Q2
364,"Kelley, Nguyen and Vang",Germany,Design Studio,51+,2026-05-28,2026Q2
365,"Phillips, Wagner and Jordan",Germany,Marketing Agency,1-10,2024-01-08,2024Q1
366,"Wilson, Pena and Rich",United States,Digital Agency,1-10,2026-02-02,2026Q1
367,"Le, Lewis and Hayes",Germany,Management Consulting,51+,2026-06-15,2026Q2
368,Gutierrez Group,United Kingdom,Branding Agency,11-50,2025-02-11,2025Q1
369,Perry-Davis,United States,PR Agency,1-10,2024-11-06,2024Q4
370,Edwards-Scott,United States,Management Consulting,11-50,2025-09-25,2025Q3
371,Mcdaniel Group,United Kingdom,Management Consulting,51+,2026-01-23,2026Q1
372,Davis Inc,United Kingdom,Dev Shop / Software Consulting,1-10,2025-05-03,2025Q2
373,Reynolds Ltd,Portugal,Marketing Agency,1-10,2024-04-26,2024Q2
374,"Watson, Anderson and Brown",Germany,Management Consulting,1-10,2026-03-23,2026Q1
375,"Hoffman, Santiago and Jenkins",United Kingdom,Dev Shop / Software Consulting,51+,2025-03-06,2025Q1
376,"Pugh, Henderson and Moon",Portugal,Dev Shop / Software Consulting,11-50,2024-05-12,2024Q2
377,Schmitt PLC,United States,Design Studio,1-10,2025-05-08,2025Q2
378,Bell-Lane,United States,Management Consulting,11-50,2026-01-15,2026Q1
379,Moore Group,United Kingdom,Marketing Agency,11-50,2024-06-03,2024Q2
380,Boone LLC,Portugal,Digital Agency,11-50,2024-11-14,2024Q4
381,"Richardson, Farmer and Andrews",Germany,Management Consulting,1-10,2025-08-21,2025Q3
382,Bruce-Villegas,United Kingdom,Design Studio,11-50,2024-05-27,2024Q2
383,"Austin, Day and Johnson",United Kingdom,Design Studio,1-10,2025-07-14,2025Q3
384,"Gallegos, Adams and White",Portugal,Digital Agency,11-50,2025-06-05,2025Q2
385,"Farmer, Dorsey and Bell",United States,Design Studio,51+,2025-12-12,2025Q4
386,Kane PLC,United Kingdom,Marketing Agency,1-10,2024-09-09,2024Q3
387,"Morales, Thomas and Schultz",Portugal,PR Agency,1-10,2025-02-10,2025Q1
388,Davis PLC,United States,Digital Agency,11-50,2025-06-19,2025Q2
389,Bennett Group,Germany,Digital Agency,11-50,2025-10-11,2025Q4
390,Moore-Collins,United Kingdom,Marketing Agency,11-50,2026-01-03,2026Q1
391,Frank-Bradley,United Kingdom,PR Agency,11-50,2025-10-07,2025Q4
392,Ware and Sons,United Kingdom,Branding Agency,11-50,2024-09-21,2024Q3
393,Webster Inc,United Kingdom,Design Studio,1-10,2024-12-26,2024Q4
394,"Miller, Ramos and Coleman",United Kingdom,PR Agency,1-10,2025-11-02,2025Q4
395,"Ramos, Nelson and Fischer",United Kingdom,Management Consulting,1-10,2025-02-20,2025Q1
396,Reed Inc,Portugal,Dev Shop / Software Consulting,1-10,2025-05-12,2025Q2
397,Gregory-Watkins,United States,Digital Agency,1-10,2024-03-04,2024Q1
398,"Estrada, Williams and Foster",United Kingdom,Design Studio,1-10,2025-09-05,2025Q3
399,"Brown, Harris and Dougherty",United States,Digital Agency,1-10,2024-09-14,2024Q3
400,Duran LLC,Portugal,Management Consulting,1-10,2025-11-19,2025Q4
401,Wilson-Jimenez,United States,Digital Agency,1-10,2025-05-15,2025Q2
402,Thompson-James,United States,Branding Agency,1-10,2026-05-17,2026Q2
403,"Hall, Hansen and Barnett",United States,Marketing Agency,11-50,2025-08-02,2025Q3
404,Jones-Hensley,United Kingdom,PR Agency,11-50,2025-07-16,2025Q3
405,Graham Group,United States,Design Studio,1-10,2025-05-09,2025Q2
406,Atkins PLC,Germany,Branding Agency,1-10,2025-11-02,2025Q4
407,Berry-Mckinney,United States,Marketing Agency,11-50,2026-05-13,2026Q2
408,Roberts-Sullivan,Germany,Digital Agency,1-10,2026-04-22,2026Q2
409,Jackson-Meza,United States,Management Consulting,1-10,2024-11-26,2024Q4
410,Collier-Gillespie,United Kingdom,Design Studio,1-10,2024-10-07,2024Q4
411,Kim Inc,United Kingdom,Marketing Agency,1-10,2026-04-05,2026Q2
412,Graham Group,Germany,Unknown,11-50,2026-06-20,2026Q2
413,"Miller, Harrell and Reese",United States,Management Consulting,51+,2026-02-06,2026Q1
414,Cook and Sons,United Kingdom,Digital Agency,11-50,2025-04-11,2025Q2
415,Dixon Inc,United Kingdom,Digital Agency,1-10,2026-05-10,2026Q2
416,"Hicks, Bullock and Bailey",United States,Marketing Agency,1-10,2026-06-14,2026Q2
417,"Mullen, Brewer and Hernandez",Germany,PR Agency,11-50,2025-09-21,2025Q3
418,Thomas and Sons,United Kingdom,Dev Shop / Software Consulting,51+,2024-07-25,2024Q3
419,Morrison Ltd,United States,Branding Agency,1-10,2024-06-06,2024Q2
420,Thompson Ltd,Germany,Branding Agency,11-50,2026-03-05,2026Q1
421,Marshall-Elliott,United States,PR Agency,11-50,2024-12-04,2024Q4
422,"Cole, Glass and Cunningham",United Kingdom,Branding Agency,1-10,2024-12-23,2024Q4
423,"Downs, Morris and Maddox",United Kingdom,Branding Agency,11-50,2025-10-28,2025Q4
424,Hernandez-Jones,Germany,Digital Agency,11-50,2026-01-07,2026Q1
425,Welch-Hogan,Portugal,Branding Agency,1-10,2024-12-11,2024Q4
426,"Brown, Romero and Collins",United Kingdom,Digital Agency,11-50,2024-05-12,2024Q2
427,Johnson-Wood,Portugal,Dev Shop / Software Consulting,11-50,2024-01-23,2024Q1
428,Jones-Lin,United Kingdom,Management Consulting,51+,2024-08-18,2024Q3
429,Gilbert PLC,Portugal,Dev Shop / Software Consulting,51+,2024-09-10,2024Q3
430,Ford-Spencer,Germany,Branding Agency,1-10,2023-12-12,2023Q4
431,"Huang, Cole and Pacheco",Portugal,Management Consulting,11-50,2026-06-04,2026Q2
432,"Lopez, Jacobs and Mason",United Kingdom,Branding Agency,51+,2025-04-27,2025Q2
433,Hayes LLC,Germany,Marketing Agency,1-10,2024-10-10,2024Q4
434,"Miller, Lucas and Williams",United States,PR Agency,51+,2025-06-09,2025Q2
435,"Kim, Gonzales and Mills",United States,Management Consulting,11-50,2023-07-18,2023Q3
436,Cox LLC,United States,Digital Agency,11-50,2025-04-08,2025Q2
437,Ortiz-Morgan,Germany,PR Agency,11-50,2024-04-08,2024Q2
438,"Williams, Mccoy and Cook",United Kingdom,Marketing Agency,11-50,2025-05-22,2025Q2
439,Davis-Gregory,United States,Design Studio,11-50,2026-02-14,2026Q1
440,King-York,Portugal,PR Agency,1-10,2025-06-07,2025Q2
441,"Marks, Cook and Aguilar",United States,Marketing Agency,1-10,2023-10-25,2023Q4
442,Rangel LLC,United Kingdom,PR Agency,11-50,2025-07-28,2025Q3
443,"Hale, Myers and Larson",Portugal,Dev Shop / Software Consulting,1-10,2024-12-06,2024Q4
444,Collins Group,United States,Dev Shop / Software Consulting,11-50,2026-03-16,2026Q1
445,"Conner, Li and Santiago",Germany,Management Consulting,51+,2023-10-02,2023Q4
446,"Osborn, Gaines and Davis",United Kingdom,Management Consulting,1-10,2025-11-10,2025Q4
447,"Henderson, Cox and Cox",United Kingdom,Design Studio,11-50,2025-12-28,2025Q4
448,Bean LLC,United States,Management Consulting,11-50,2024-04-06,2024Q2
449,Lee-Cooke,United Kingdom,Marketing Agency,11-50,2025-02-24,2025Q1
450,Jones Inc,United States,Design Studio,11-50,2024-07-06,2024Q3
451,"Wise, Conley and Stephenson",United Kingdom,Branding Agency,1-10,2025-09-17,2025Q3
452,Stanley PLC,United Kingdom,Design Studio,1-10,2024-05-16,2024Q2
453,Harper and Sons,United States,Design Studio,1-10,2023-07-15,2023Q3
454,White Ltd,Portugal,PR Agency,1-10,2025-02-19,2025Q1
455,"Lamb, Martin and Kim",Germany,Marketing Agency,11-50,2024-09-22,2024Q3
456,Diaz-Ball,United States,Digital Agency,1-10,2025-09-23,2025Q3
457,Bishop-Goodwin,Germany,Management Consulting,11-50,2024-06-12,2024Q2
458,Young-Allen,United States,Design Studio,1-10,2026-04-15,2026Q2
459,Mckee-Lee,United Kingdom,Digital Agency,1-10,2024-07-16,2024Q3
460,"Valentine, Joyce and Murray",Germany,Dev Shop / Software Consulting,11-50,2024-08-08,2024Q3
461,Strickland-Shaw,United Kingdom,Digital Agency,11-50,2023-08-15,2023Q3
462,Burch-Montoya,United States,Marketing Agency,51+,2025-07-02,2025Q3
463,"Taylor, Wright and Davidson",Portugal,Digital Agency,1-10,2024-06-05,2024Q2
464,Spencer-Garcia,Portugal,PR Agency,1-10,2025-06-07,2025Q2
465,"Rosales, Mitchell and Hines",United Kingdom,Branding Agency,51+,2025-12-26,2025Q4
466,Cole-Palmer,United States,Digital Agency,1-10,2025-11-02,2025Q4
467,Davis-Lozano,Germany,Marketing Agency,1-10,2024-04-13,2024Q2
468,Wilkerson-Arias,United States,Marketing Agency,1-10,2026-01-02,2026Q1
469,Brown-Shaw,Germany,Marketing Agency,11-50,2026-06-03,2026Q2
470,Hughes Inc,United Kingdom,Design Studio,1-10,2024-08-25,2024Q3
471,Walker-Flores,United Kingdom,Branding Agency,11-50,2025-09-12,2025Q3
472,Combs Ltd,United States,Branding Agency,51+,2024-10-13,2024Q4
473,Moody-Taylor,Portugal,Design Studio,51+,2025-02-21,2025Q1
474,Lowery-Kennedy,United States,Branding Agency,51+,2025-01-17,2025Q1
475,Blake Group,Portugal,Dev Shop / Software Consulting,11-50,2026-02-01,2026Q1
476,Gilbert-Bullock,United Kingdom,Branding Agency,11-50,2025-06-18,2025Q2
477,Scott and Sons,United States,Design Studio,1-10,2026-05-09,2026Q2
478,"Bentley, Lynch and Henderson",Portugal,Marketing Agency,11-50,2026-04-26,2026Q2
479,Young-Martinez,United Kingdom,Marketing Agency,51+,2025-10-08,2025Q4
480,Barnes PLC,United States,Digital Agency,1-10,2024-02-22,2024Q1
481,Brown-Copeland,United States,Branding Agency,11-50,2026-04-15,2026Q2
482,Carlson-Smith,United States,Marketing Agency,51+,2025-12-05,2025Q4
483,"Andrews, Higgins and Carter",United States,PR Agency,11-50,2026-06-19,2026Q2
484,Mendez and Sons,United Kingdom,Management Consulting,11-50,2025-01-08,2025Q1
485,"Butler, Beck and Miller",United States,Design Studio,11-50,2026-03-14,2026Q1
486,Jones-Fox,United States,PR Agency,51+,2025-12-06,2025Q4
487,"Hartman, Romero and Smith",United Kingdom,Management Consulting,1-10,2026-03-21,2026Q1
488,Williams-Hughes,Germany,Branding Agency,1-10,2025-12-14,2025Q4
489,King-Smith,United States,Branding Agency,11-50,2024-03-08,2024Q1
490,Cooper Ltd,United States,Dev Shop / Software Consulting,11-50,2023-12-15,2023Q4
491,"Fuller, Ingram and Moss",United Kingdom,Digital Agency,51+,2023-07-17,2023Q3
492,Anderson-Bell,United States,PR Agency,1-10,2023-11-03,2023Q4
493,Li-Thompson,Germany,PR Agency,1-10,2024-02-27,2024Q1
494,"Marshall, Dominguez and Welch",United States,Digital Agency,11-50,2025-05-02,2025Q2
495,Brown Group,United States,PR Agency,11-50,2025-08-22,2025Q3
496,Carter Inc,United Kingdom,Management Consulting,51+,2025-11-10,2025Q4
497,Blackwell LLC,United States,PR Agency,51+,2024-03-04,2024Q1
498,Robertson-Hays,Germany,PR Agency,51+,2025-10-20,2025Q4
499,"Kennedy, Johnson and Lucas",United States,Management Consulting,1-10,2026-03-25,2026Q1
500,Kelly-Norman,United Kingdom,Management Consulting,11-50,2023-12-09,2023Q4
501,"Rivera, Martinez and Richardson",Portugal,Dev Shop / Software Consulting,1-10,2026-04-24,2026Q2
502,Paul-Kline,Germany,Management Consulting,51+,2024-09-11,2024Q3
503,Morgan-Lopez,United Kingdom,Design Studio,1-10,2024-12-01,2024Q4
504,"Jimenez, Glass and Stone",Portugal,Branding Agency,11-50,2025-03-10,2025Q1
505,Acosta Inc,United States,Dev Shop / Software Consulting,1-10,2025-06-08,2025Q2
506,Morrison-Short,Germany,Management Consulting,11-50,2024-10-25,2024Q4
507,"Carter, Garcia and Murphy",Portugal,Branding Agency,11-50,2026-04-15,2026Q2
508,Parker-Morrison,Germany,PR Agency,1-10,2026-02-18,2026Q1
509,Jackson-Wallace,Portugal,PR Agency,11-50,2026-02-02,2026Q1
510,Williams-Berg,Germany,Dev Shop / Software Consulting,1-10,2024-03-22,2024Q1
511,Mendez-Graham,United States,PR Agency,1-10,2023-10-08,2023Q4
512,"Whitney, Gould and Jones",United States,Branding Agency,1-10,2026-06-12,2026Q2
513,"Sullivan, Palmer and Brady",United Kingdom,Branding Agency,51+,2025-02-22,2025Q1
514,Cisneros and Sons,United States,Unknown,11-50,2026-01-01,2026Q1
515,"Gregory, Kim and Martinez",United States,Marketing Agency,51+,2026-02-17,2026Q1
516,Osborne LLC,Germany,Design Studio,11-50,2025-08-04,2025Q3
517,Reyes-Bradley,United Kingdom,Digital Agency,1-10,2025-11-17,2025Q4
518,"Hernandez, Cole and Watson",United States,Marketing Agency,11-50,2024-07-12,2024Q3
519,Hines-Berry,United Kingdom,PR Agency,1-10,2025-08-08,2025Q3
520,"Richardson, Edwards and Ramirez",Germany,Dev Shop / Software Consulting,1-10,2025-02-21,2025Q1
521,Johnson and Sons,United States,Digital Agency,1-10,2023-12-16,2023Q4
522,Holmes-Mcintyre,United States,Unknown,1-10,2025-07-28,2025Q3
523,Green LLC,Germany,Dev Shop / Software Consulting,11-50,2025-02-04,2025Q1
524,"Griffin, Davies and Mitchell",Portugal,Dev Shop / Software Consulting,1-10,2024-08-23,2024Q3
525,Gonzalez-Taylor,United Kingdom,Marketing Agency,1-10,2026-03-22,2026Q1
526,Hayes Ltd,Portugal,Marketing Agency,11-50,2026-06-06,2026Q2
527,Osborn-Cochran,United States,Digital Agency,51+,2023-12-05,2023Q4
528,Contreras-Mckinney,Germany,Marketing Agency,1-10,2024-04-10,2024Q2
529,"Daniels, Vance and York",United States,Branding Agency,11-50,2025-11-22,2025Q4
530,"Mckinney, Graves and Thompson",United States,Design Studio,11-50,2026-01-26,2026Q1
531,Hicks-Martinez,Germany,Management Consulting,11-50,2023-09-02,2023Q3
532,Conner and Sons,United States,Digital Agency,1-10,2024-02-25,2024Q1
533,Johnson-Spencer,United Kingdom,Management Consulting,51+,2024-11-01,2024Q4
534,Mcdonald-Bird,Germany,Design Studio,1-10,2025-06-12,2025Q2
535,Salazar Inc,United States,Digital Agency,1-10,2024-10-22,2024Q4
536,Parker Ltd,Germany,Design Studio,1-10,2026-01-23,2026Q1
537,"Mendoza, Jenkins and Ortiz",United States,Dev Shop / Software Consulting,1-10,2025-08-21,2025Q3
538,"Jones, Compton and Day",United States,Marketing Agency,1-10,2025-06-01,2025Q2
539,Owens-Holmes,United Kingdom,Marketing Agency,11-50,2026-01-05,2026Q1
540,Humphrey PLC,United Kingdom,Digital Agency,11-50,2025-09-14,2025Q3
541,"Matthews, Saunders and Anderson",United States,Digital Agency,11-50,2026-03-20,2026Q1
542,"Bartlett, Brown and Martinez",Portugal,Branding Agency,1-10,2024-11-13,2024Q4
543,Torres and Sons,Germany,Design Studio,11-50,2025-03-19,2025Q1
544,Donovan-Perez,Germany,Management Consulting,1-10,2024-09-10,2024Q3
545,"Jacobson, Singleton and King",United States,Management Consulting,1-10,2025-04-14,2025Q2
546,"Huber, Hill and Weber",Germany,Design Studio,1-10,2025-11-24,2025Q4
547,"Ferguson, Shaw and Jackson",United Kingdom,Marketing Agency,1-10,2025-08-05,2025Q3
548,"Moore, Hopkins and Le",Portugal,Digital Agency,1-10,2024-04-13,2024Q2
549,"Morgan, Bradshaw and Williams",United States,Dev Shop / Software Consulting,1-10,2026-01-27,2026Q1
550,Miller Ltd,Portugal,Management Consulting,1-10,2025-03-20,2025Q1
551,"Baker, Clark and Armstrong",United States,Branding Agency,1-10,2024-07-11,2024Q3
552,"Fowler, Jimenez and Burton",Germany,Digital Agency,1-10,2025-03-26,2025Q1
553,May-Turner,United States,Branding Agency,11-50,2024-05-12,2024Q2
554,Ballard Ltd,United Kingdom,Digital Agency,11-50,2024-05-06,2024Q2
555,Evans-Jones,United Kingdom,Branding Agency,51+,2024-12-23,2024Q4
556,Moore Group,Germany,Marketing Agency,11-50,2026-01-27,2026Q1
557,Marshall-Peterson,Germany,Design Studio,11-50,2025-08-21,2025Q3
558,Edwards Ltd,United States,Branding Agency,1-10,2024-04-26,2024Q2
559,Gross-Valencia,United Kingdom,Digital Agency,11-50,2024-07-13,2024Q3
560,Anderson-Wood,Portugal,Branding Agency,51+,2026-02-18,2026Q1
561,"Rodriguez, Allen and Martinez",Portugal,Dev Shop / Software Consulting,11-50,2026-02-18,2026Q1
562,Wright-Davis,Portugal,Design Studio,1-10,2025-03-22,2025Q1
563,Dougherty-Lin,United States,Digital Agency,11-50,2025-06-21,2025Q2
564,Wright-Grimes,United States,Dev Shop / Software Consulting,11-50,2025-03-14,2025Q1
565,Li PLC,United States,PR Agency,1-10,2024-10-17,2024Q4
566,"Edwards, Hines and Jimenez",Germany,Management Consulting,1-10,2025-10-13,2025Q4
567,"Owens, Koch and Jimenez",Germany,Design Studio,11-50,2024-03-12,2024Q1
568,Landry PLC,United Kingdom,Marketing Agency,1-10,2026-04-04,2026Q2
569,Levy-Lewis,Germany,Management Consulting,1-10,2023-12-15,2023Q4
570,Williams-Campbell,United Kingdom,Marketing Agency,1-10,2025-10-15,2025Q4
571,"Khan, Pena and Ruiz",United Kingdom,Marketing Agency,1-10,2024-07-26,2024Q3
572,"Smith, Rodriguez and Anderson",United States,Marketing Agency,1-10,2025-01-22,2025Q1
573,Luna-Gallagher,Portugal,Digital Agency,11-50,2025-04-06,2025Q2
574,Williams-Williams,United States,Branding Agency,1-10,2025-09-08,2025Q3
575,"Lee, Tran and Jones",United Kingdom,PR Agency,1-10,2025-12-14,2025Q4
576,"Cole, Pierce and Bryan",Germany,Branding Agency,51+,2024-08-19,2024Q3
577,"Becker, Wilson and Hester",United States,Management Consulting,1-10,2025-10-25,2025Q4
578,Brooks-Hatfield,Germany,Dev Shop / Software Consulting,11-50,2026-01-28,2026Q1
579,"Mcmillan, Fischer and Gonzalez",United States,Marketing Agency,1-10,2024-09-09,2024Q3
580,"Morales, Williams and Williams",United Kingdom,Management Consulting,51+,2025-08-20,2025Q3
581,"Cook, Wells and Bryant",United States,Management Consulting,1-10,2026-06-28,2026Q2
582,"Barry, Taylor and Velazquez",United States,Dev Shop / Software Consulting,11-50,2024-12-10,2024Q4
583,Martin-Ewing,United Kingdom,Management Consulting,11-50,2024-12-04,2024Q4
584,"Kirby, Wheeler and Romero",United States,Design Studio,1-10,2023-10-17,2023Q4
585,"Patel, Erickson and Evans",United Kingdom,Branding Agency,11-50,2025-06-06,2025Q2
586,Richardson Ltd,United Kingdom,Design Studio,51+,2025-09-18,2025Q3
587,Whitney PLC,United States,Dev Shop / Software Consulting,1-10,2025-10-15,2025Q4
588,Robles-Swanson,Portugal,Branding Agency,51+,2026-03-05,2026Q1
589,"Soto, Carlson and Baker",United States,PR Agency,11-50,2025-04-16,2025Q2
590,"Patton, Parsons and Lane",United Kingdom,Branding Agency,11-50,2025-01-16,2025Q1
591,"Williams, Castillo and Warren",United Kingdom,Design Studio,11-50,2024-08-10,2024Q3
592,"Harvey, Randall and Hernandez",United States,Dev Shop / Software Consulting,1-10,2023-09-15,2023Q3
593,"Allen, Armstrong and Graves",Germany,Digital Agency,1-10,2026-01-04,2026Q1
594,Smith LLC,United States,Management Consulting,11-50,2024-06-18,2024Q2
595,Hernandez-Vaughn,United States,Digital Agency,11-50,2026-06-07,2026Q2
596,Shaw-Carr,United States,Dev Shop / Software Consulting,11-50,2026-04-08,2026Q2
597,Salas-Fitzgerald,Portugal,Management Consulting,1-10,2023-10-28,2023Q4
598,Thornton PLC,United Kingdom,Dev Shop / Software Consulting,51+,2025-07-26,2025Q3
599,Hoffman Ltd,Germany,Management Consulting,11-50,2026-04-28,2026Q2
600,Fox-Edwards,United Kingdom,Design Studio,1-10,2025-07-26,2025Q3
601,Stevens PLC,United States,Management Consulting,1-10,2025-12-18,2025Q4
602,Payne-Lowe,United Kingdom,PR Agency,1-10,2024-04-10,2024Q2
603,"Becker, Lara and Baker",United States,PR Agency,51+,2025-01-27,2025Q1
604,Lee-Wright,Portugal,Marketing Agency,11-50,2024-10-09,2024Q4
605,"Evans, David and Hendrix",United States,Design Studio,51+,2025-11-05,2025Q4
606,Bush-Vaughn,Germany,PR Agency,11-50,2025-10-13,2025Q4
607,Stewart-Bailey,United Kingdom,Branding Agency,1-10,2025-03-13,2025Q1
608,"Hill, Martinez and Rhodes",United Kingdom,Marketing Agency,51+,2026-05-13,2026Q2
609,Huang-Foster,United States,Management Consulting,51+,2025-10-15,2025Q4
610,Blevins-Ballard,United States,Dev Shop / Software Consulting,1-10,2024-11-28,2024Q4
611,Williams-Moses,Germany,PR Agency,1-10,2024-06-23,2024Q2
612,Reed Group,United States,Design Studio,11-50,2026-02-14,2026Q1
613,"Scott, Mendoza and Harris",United Kingdom,Management Consulting,1-10,2025-06-11,2025Q2
614,"Nelson, Hoffman and Nelson",United States,Dev Shop / Software Consulting,51+,2025-01-11,2025Q1
615,Gilbert PLC,Germany,PR Agency,1-10,2026-05-26,2026Q2
616,Sanchez Ltd,United States,Design Studio,51+,2025-12-15,2025Q4
617,"Perez, Hall and Garcia",Portugal,PR Agency,1-10,2025-11-05,2025Q4
618,Love-Garcia,United States,Management Consulting,51+,2023-08-03,2023Q3
619,Smith PLC,United States,PR Agency,1-10,2026-01-06,2026Q1
620,Russell Group,United Kingdom,Dev Shop / Software Consulting,11-50,2026-03-08,2026Q1
621,Santos-Avila,United States,Design Studio,1-10,2026-03-16,2026Q1
622,Morris-Brewer,United Kingdom,Branding Agency,11-50,2026-03-01,2026Q1
623,Pearson and Sons,United States,Dev Shop / Software Consulting,1-10,2024-07-14,2024Q3
624,"Rodgers, Jefferson and Johnson",United Kingdom,Marketing Agency,1-10,2026-04-24,2026Q2
625,Butler and Sons,United States,Management Consulting,1-10,2024-03-05,2024Q1
626,Osborn Group,Germany,PR Agency,51+,2025-10-22,2025Q4
627,Lopez-Curry,United Kingdom,Unknown,1-10,2025-01-06,2025Q1
628,Mcdowell-Smith,Germany,Design Studio,11-50,2026-04-14,2026Q2
629,"Morrison, Hebert and Rogers",United Kingdom,Marketing Agency,1-10,2024-11-05,2024Q4
630,Hays-Daniels,United Kingdom,Branding Agency,1-10,2025-09-11,2025Q3
631,Small-Anderson,United States,Design Studio,11-50,2025-08-18,2025Q3
632,"Mcdonald, Lee and Rodriguez",Germany,PR Agency,1-10,2025-10-01,2025Q4
633,Simon Ltd,Germany,Digital Agency,1-10,2024-04-20,2024Q2
634,Higgins-Smith,Germany,Marketing Agency,1-10,2026-03-26,2026Q1
635,Gibbs-Bradley,Portugal,Marketing Agency,1-10,2026-01-08,2026Q1
636,Thompson Ltd,United Kingdom,Marketing Agency,11-50,2025-10-12,2025Q4
637,Wilcox-Robertson,United States,Unknown,51+,2025-11-14,2025Q4
638,Morales Inc,Germany,Dev Shop / Software Consulting,11-50,2024-09-03,2024Q3
639,Holden Group,United States,Marketing Agency,1-10,2025-05-02,2025Q2
640,Boyle-Smith,United States,PR Agency,1-10,2024-11-17,2024Q4
641,Young-Molina,United Kingdom,PR Agency,1-10,2023-07-18,2023Q3
642,Turner-Sharp,United States,Marketing Agency,1-10,2025-09-17,2025Q3
643,Green LLC,Portugal,Management Consulting,1-10,2026-06-13,2026Q2
644,"Young, Contreras and Marshall",Germany,PR Agency,11-50,2026-05-03,2026Q2
645,Sullivan PLC,United Kingdom,Design Studio,51+,2024-02-02,2024Q1
646,"Carrillo, Vaughn and Fowler",Portugal,Digital Agency,1-10,2025-01-20,2025Q1
647,Richardson-Walker,Germany,Design Studio,11-50,2024-02-04,2024Q1
648,Mendoza Group,United States,Branding Agency,1-10,2024-10-12,2024Q4
649,"Zhang, Brooks and Miles",Germany,Design Studio,11-50,2025-09-12,2025Q3
650,Todd-Pham,Germany,Marketing Agency,1-10,2025-11-25,2025Q4
651,Gill Ltd,United States,Digital Agency,1-10,2025-10-03,2025Q4
652,"Marks, Miller and Griffin",Portugal,Branding Agency,11-50,2024-11-15,2024Q4
653,"Cox, Stark and Rodriguez",United States,Design Studio,51+,2026-01-12,2026Q1
654,"Leach, Harris and Herrera",Germany,PR Agency,51+,2025-02-24,2025Q1
655,Murphy PLC,Germany,Dev Shop / Software Consulting,1-10,2024-04-28,2024Q2
656,Wilson-Harris,United States,Design Studio,1-10,2024-08-06,2024Q3
657,"Burns, Nolan and Griffin",Portugal,PR Agency,11-50,2025-12-24,2025Q4
658,Chavez PLC,United States,PR Agency,1-10,2026-02-11,2026Q1
659,Bryant-Brown,United States,Digital Agency,1-10,2025-12-22,2025Q4
660,Chambers-Parker,United States,Marketing Agency,11-50,2024-02-13,2024Q1
661,Foster Inc,United Kingdom,Unknown,1-10,2025-10-10,2025Q4
662,"Robinson, Jones and Henderson",United Kingdom,Design Studio,1-10,2025-06-10,2025Q2
